,BUSI_PROFITS,NET_INCM,TTL_LIAB,CREDIT_RNK,INTEREST
589,-7293611223,-6930344242,2239095245,3,1.67
590,-157781140,-131024522,1230483521,4,1.58
591,7042120865,6057794675,7055229121,4,1.48
592,3748576388,620815654,7210115502,6,1.8
593,-3023878184,-3398753591,3209171434,6,1.88
594,-4933880233,-4693360482,837091038,3,1.6
595,20554179315,20294183971,150402815344,4,2.16
596,9289657519,6019400014,12506261488,3,1.41
597,10153711158,13576765592,24864121917,4,1.42
598,1586674970,-2789489675,8828174330,3,1.6
599,7777319171,5839263462,27840285556,5,1.71
600,-4102497884,-6721613877,4169503489,2,1.57
601,10227308946,8965453923,12522372364,3,1.35
602,-58214280,51649368,762444259,5,1.68
603,6648161928,6735210272,1593852325,7,1.73
604,3732796468,4214585483,12779413778,4,1.55
605,6315559153,8067979834,139000835424,4,2.52
606,6527421595,6041922819,3709497006,6,1.66
607,22715446411,20015389738,15754913135,7,1.55
608,442504706,1005966490,2374849383,4,1.56
609,18089229936,14446829562,13109264505,5,1.44
610,-13711552387,-13217091169,7568850828,2,1.8
611,1106845611,1161915217,4335917278,4,1.57
612,4202719408,3405284563,7363634836,2,1.34
613,988747465,348053561,4285045244,5,1.69
614,8207466487,10358832549,20559647163,5,1.56
615,10036109627,5318864811,151911970896,3,2.7
616,9276998906,2715972387,139843004664,2,2.57
617,-2187346206,-6100940110,84508420751,4,2.5
618,-12240145469,-14377923780,20775053400,5,2.26
619,5580718753,3527021800,6376394017,6,1.73
620,1892663815,1638774986,8680036899,4,1.59
621,2803143319,4028928066,44128446726,3,1.67
622,17001086915,8350363797,123217164039,4,2.33
623,1394824003,2188198165,3341331151,2,1.34
624,-6253286510,-1232765968,45289805319,5,2.04
625,30670627,-1526378343,75631854016,3,2.12
626,10239755372,-17776312623,165162673749,5,4.63
627,-4351886959,-13288275278,41005290640,4,2.32
628,-6491168547,-453381326,121334109756,4,2.69
629,3210690871,7159977675,17856706877,5,1.62
630,757838310,171299165,17610853303,5,1.79
631,4930435427,4438380923,41131735568,6,1.94
632,-1742751474,-3327387175,60812046012,5,2.25
633,18131957667,16320413312,167601217871,5,2.59
634,4134078737,2154613534,64748288547,4,2.0
635,-529362493,-6728999543,13601735576,6,2.05
636,-7996870354,-19438664939,38529478383,5,2.65
637,-5169184581,-8747115398,30736047275,2,1.86
638,-12772648699,-9868651626,30206721870,3,1.99
639,-3833080122,-12449626816,2429636498,5,2.03
640,1414054695,1882181046,15801880907,6,1.83
641,-4473203610,-5286832731,8728967611,7,2.07
642,6019101096,5921953327,6726700341,5,1.58
643,14589320846,12919316463,8970647206,5,1.45
644,-525611575,-460738866,11958754650,4,1.66
645,1227179934,2234809465,9746520612,4,1.58
646,1088916602,-12549687999,48292791325,5,2.47
647,-1570271878,-5563101591,2373940575,5,1.83
648,21760733033,23026019876,93672535632,6,1.82
649,997606636,1864021150,33101949120,5,1.85
650,620273862,844201255,8421135855,6,1.81
651,-8191034536,-10415314899,169286508676,4,4.04
652,333966749,-4284247195,63670042205,6,2.41
653,-2209925330,-6374996242,10603251494,4,1.81
654,-4964479425,-11832274005,28950903728,4,2.15
655,956327223,1022899375,22866245417,3,1.6
656,15982224271,14818028418,66603213631,2,1.45
657,2201647860,762915047,59446081931,6,2.19
658,-1061019018,-950459292,14407766307,3,1.59
659,8895588573,6124813811,26241453253,5,1.69
660,-7688677483,-11576490537,9807884617,5,2.06
661,-48595179,2463500774,34721677037,5,1.85
662,2312402380,10048106066,79541503588,3,1.77
663,-1764057943,633880463,956841760,3,1.46
664,13710304520,12023763500,138846631195,2,2.15
665,-7538634911,-19342811044,20036303848,5,2.44
666,11320089961,8875571446,10220513208,4,1.43
667,-17019330461,-10439938998,56690975069,3,2.27
668,894631460,-2041774508,9407349891,5,1.79
669,-85832309,722073838,1363717142,7,1.86
670,15779586533,13592704174,67289260933,4,1.68
671,1072626643,623325521,49858735652,4,1.92
672,-6941156958,-6495715322,14928077759,3,1.75
673,4621448288,5671198751,57648175976,4,1.83
674,3462879474,3042281933,25870206361,5,1.77
675,1591654812,1729641441,19546837630,6,1.86
676,-12081752534,-10942948929,42313361438,5,2.34
677,-2821251804,-20190563054,65647827190,3,2.83
678,1389563152,-1771663747,62317208714,7,2.41
679,-4121603590,-1343537005,27920799898,7,2.1
680,9192552712,10267828685,14703681969,4,1.43
681,-12609723706,-14171142222,35348203099,6,2.5
682,-3132576913,-8747908181,109411493299,4,2.94
683,857207556,750724614,5208039416,5,1.69
684,3357095848,1681391575,38624720383,2,1.6
685,5879928322,5600658773,24544761735,7,1.89
686,1952851079,2802448110,11495152966,3,1.48
687,295353970,266636621,7103682087,5,1.71
688,-8152538248,-23055099725,125563235430,4,4.11
689,-1031945140,-852809544,18168018215,6,1.92
690,9362014223,10582100027,83315134874,3,1.79
691,2563799338,3361497076,10161345338,5,1.66
692,-2751939391,15171021984,17730014652,2,1.15
693,730229560,2065243081,16678693160,3,1.53
694,11987040622,14275605664,11339033813,7,1.63
695,-3235024286,-11570060865,24027740910,4,2.09
696,-6928292826,-7203806828,1079370298,3,1.66
697,1250558979,1511840496,13778131461,5,1.72
698,767437829,-2632953563,168224643221,7,3.79
699,274420299,534321212,29697682756,3,1.66
700,2755470893,-48787359,16825068892,3,1.59
701,-2245758519,-2108675654,7652923662,4,1.68
702,-1490364000,-4919981000,2374808000,4,1.71
703,10341366860,10471650876,137202696263,6,2.6
704,5022813736,4504161135,22628538624,4,1.61
705,14906274024,11783730037,19654369449,4,1.43
706,6771397838,6094913872,52641862389,5,1.88
707,724995579,741696321,9166854170,6,1.81
708,-6930606257,-1848967823,12448182184,3,1.6
709,-5899804132,-8688032950,1792167736,3,1.71
710,1679277420,4870819751,57434536264,5,1.95
711,812910492,-7181196723,20784140324,6,2.12
712,-6178320501,-20710966061,10530765938,6,2.49
713,1214762974,5860699218,15356754318,6,1.73
714,9028914138,7232006832,22228731907,3,1.44
715,1782618244,1563148435,36241001675,4,1.78
716,-4861519997,-6651486039,92871492410,4,2.62
717,1251183974,1685272023,34311784444,5,1.86
718,31729043,-7460378346,107247641491,5,2.95
719,-26147520,75990128,829567022,7,1.88
720,8637099252,11521401857,71808009574,5,1.87
721,14556969763,12670119391,47044050640,4,1.57
722,3057695082,3229831902,3610792099,5,1.62
723,19526022955,20495624875,44034558298,4,1.38
724,1337595198,-155999663,89294788975,4,2.31
725,8877874847,8729207482,183744886179,3,2.97
726,-9055219393,-13697658078,43169958298,1,2.06
727,-6983472801,-5327286049,24033064104,6,2.09
728,505635026,281088805,32640455945,1,1.49
729,-4416640796,-6463638826,103974690226,1,2.45
730,-593061287,-4779140506,38312282241,8,2.39
731,1722233510,2451955901,29946645549,5,1.81
732,10038886368,7510359682,11423721925,5,1.57
733,2302193000,1588251000,27701926000,4,1.72
734,-1919251338,-5283406148,17262639290,1,1.53
735,12077076248,8440874428,27991148294,6,1.75
736,-832293809,-4743617836,14949035492,5,1.9
737,-3826239762,-5760304428,32373055780,4,1.97
738,3873437545,2686752710,969496543,3,1.42
739,3660817248,3900832471,11705673344,4,1.55
740,-2503464690,-7860173438,79688488587,5,2.62
741,749075733,-3050740892,35885564229,6,2.12
742,-10856264040,-16460211054,53073686409,4,2.59
743,15643111979,10043081605,163407757739,5,2.82
744,2404719067,-3466383293,166348934195,6,3.71
745,6663368118,5266221788,102895365997,5,2.34
746,24765293471,20131591990,44430543492,6,1.59
747,2483620565,1238629239,106247566431,6,2.64
748,17004706461,16979223274,161689084407,5,2.5
749,-4806669640,-5027986155,72763992253,4,2.33
750,-2640018887,-10394515810,19457648612,5,2.11
751,4075404775,5619502623,111150999866,6,2.51
752,-1426091499,-2809419332,16234328919,4,1.76
753,6371606227,4242228897,43051064507,4,1.76
754,1388301480,-22011254506,34464269152,5,2.71
755,9018642953,12493278548,123479931748,7,2.48
756,-1178198079,-13908253416,2142793853,5,2.07
757,11469245243,7150593968,75121867367,3,1.82
758,-2780530276,-3751618271,15309511253,5,1.87
759,-671965817,-4875183514,16322215202,4,1.81
760,1354007761,-6437250549,39105957419,2,1.85
761,8269576573,7801975113,30437728535,5,1.68
762,4740846733,3749941303,116952742549,5,2.55
763,-1442936925,-3363887408,35180581531,5,2.02
764,-4982275100,-7459214645,73258214053,5,2.53
765,3788461825,391664476,156144993537,3,3.02
766,762457014,427942209,21366085716,6,1.9
767,757767996,2852532297,39905896781,7,2.07
768,10169941551,6458724820,89483218336,4,2.07
769,-8662000224,-14161769761,43073690224,5,2.48
770,-7598479954,-1772076256,43806867918,3,1.84
771,11232142004,10074474538,73197485231,3,1.72
772,-9304004030,-13154210210,22097250550,3,2.03
773,1225364,-10931101,24186438,5,1.67
774,3382210497,-10933476171,20662448165,3,1.94
775,-4971658175,-11855534547,30859804858,4,2.16
776,-1555887779,-2715703006,1527751132,4,1.65
777,2293904723,-3383103945,123466737705,7,3.16
778,-12323840277,-18090871274,42007330045,4,2.53
779,9028514571,6553370643,41185359647,6,1.88
780,3468307365,-10347727070,173258336183,1,3.81
781,-1824042703,-3966827934,91667648570,9,2.99
782,1197565022,-7491847153,28286753012,3,1.89
783,108006575,124819655,14538372564,1,1.36
784,-5437284509,-16724316846,10099399186,5,2.24
785,-2026350767,-12666526469,41696512284,4,2.3
786,-6237917281,1681592719,34021633070,6,1.96
787,325411743,-1909455267,23193782630,4,1.78
788,-4033198800,-16684357525,63346393893,4,2.72
789,1802592667,1046778921,9767173351,3,1.51
790,22623028640,21699650360,120838728533,4,1.85
791,3763244821,4386790836,154258752379,6,3.08
792,1331706331,1385410036,5450971393,5,1.67
793,5014567473,21240196886,87484384885,4,1.62
794,-8609125486,1488272277,83822941180,8,2.59
795,7245336413,5477795682,52077683137,3,1.69
796,921473740,1664028881,968800295,6,1.74
797,-929201641,-10300680816,63099006241,4,2.44
798,-9263612681,-7382662735,43459285460,6,2.33
799,-3847398027,-7431151778,73074857012,4,2.43
800,-1912769792,-7545380518,75056666419,3,2.36
801,870002,735372,31452683,5,1.67
802,3641676,-3714588,24141472,4,1.57
803,-4067052838,-8838551461,20143047948,3,1.87
804,-1799210419,-3283882552,7725671971,2,1.51
805,20830488189,19166042668,81838566839,7,1.94
806,4444495778,8707447015,116805758172,3,2.15
807,5392032745,6218078704,231690804,6,1.63
808,2450948555,2316668912,21094667859,6,1.85
809,-1229617793,1079921493,18318870294,2,1.47
810,7499292479,4855829201,145389349987,3,2.64
811,5521182954,5014714954,15910858281,4,1.55
812,5019788461,2318614518,79540901059,4,2.12
813,8103472,1228486735,45960560246,4,1.87
814,-3363766494,-14962578068,15199151141,5,2.23
815,11975046372,7419717437,146670857358,5,2.74
816,-14271581214,-17750608684,101250193645,5,3.42
817,-2156778982,-4844825843,8008699723,3,1.65
818,565828500,-11765714927,88497403734,7,3.11
819,674255101,1107575772,12926010112,7,1.93
820,4267098438,10205255557,32885657557,3,1.44
821,-2862132207,-7298649267,33354816842,4,2.03
822,11558460893,3375886478,35013625801,6,1.92
823,9129454298,6402719763,67703475022,4,1.89
824,1064216375,1314957744,24376282061,1,1.4
825,-5988988852,-2018129508,48837757177,3,1.89
826,-214532951,-13182548709,17838788472,5,2.19
827,-2048717490,1683323971,103036653863,6,2.58
828,-7753942317,-11498244924,43148060184,6,2.47
829,532248075,1977523940,40333396118,4,1.8
830,-9770882320,-20458624370,26180991888,5,2.55
831,16306121758,7564999686,169783969794,5,3.03
832,-1282403641,-12869764887,22873066702,5,2.22
833,-7988953098,920729056,68489046732,4,2.07
834,-9155057217,-16372454159,87675939014,5,3.14
835,2226874274,-3483502519,814514726,4,1.66
836,-3156534282,-3975927501,23614503409,5,1.94
837,-14970733065,-18523298785,33144547262,2,2.25
838,12502805,1362245109,41535557130,7,2.13
839,-3301087499,-4718832223,35907773610,7,2.27
840,-1411380251,2339026418,38755719200,6,1.98
841,-1099164105,-7154144534,104640906186,6,3.0
842,23554980412,17461570812,162074232384,4,2.38
843,260178848,-12680884168,11627090528,5,2.12
844,5897611111,-1399249377,46129306081,5,2.05
845,-879185668,742308743,30263518206,4,1.76
846,1125230323,362885054,12859954752,5,1.75
847,3554235665,-5195775807,43927435300,5,2.15
848,-3420230241,-8274996034,47810164133,2,2.0
849,-13560658545,-14046157054,18791250093,5,2.23
850,4196899780,2251805278,66858331564,4,2.01
851,-5339995561,-6889180584,36105100550,6,2.24
852,6277853612,1144353498,113718079142,5,2.63
853,-310906803,-10098440185,21169348097,2,1.81
854,-6527671339,-18642655960,52846666785,3,2.58
855,-895891050,-721795573,3774607770,6,1.81
856,520019850,4059435303,35406741820,4,1.71
857,-1416949900,-1734074163,33288096475,3,1.75
858,-6374021804,-8477855334,74633432184,3,2.39
859,4777290336,3318265290,21489062741,5,1.73
860,17211149472,22568384309,168521564541,4,2.25
861,2328275972,2599472773,5982696892,6,1.75
862,3433138080,1137781707,25424168205,4,1.71
863,4751990251,4565476182,34860162206,6,1.89
864,4811257573,20619374248,19691800904,3,1.16
865,1763567612,2376266647,15601651511,4,1.62
866,14498869567,13553592649,32989921035,5,1.56
867,614411165,5718725800,11324970467,6,1.71
868,-13609925182,-4175197918,24265335528,3,1.76
869,340946005,1419761338,6506006106,3,1.48
870,3868710826,757691000,40073948521,7,2.13
871,6544078289,3038333188,26762694717,8,2.07
872,14783161109,14116308532,25482893708,4,1.41
873,270171066,427376681,774721641,4,1.57
874,-874187450,111791828,3380681398,7,1.89
875,20019704187,2454277004,65656785534,5,2.09
876,730702193,-1045242758,14061132562,5,1.79
877,9014140253,19634747358,41737079483,5,1.49
878,-6378357452,-6204591418,12015404631,6,2.02
879,-519478430,174939157,1536569697,2,1.38
880,16595956212,12894583861,151825346030,5,2.56
881,15530667465,7185508397,147907357654,4,2.66
882,2548767190,3299091488,71902652466,3,1.92
883,6259461780,5376211415,57227370933,5,1.93
884,4115909528,-7445873870,146008593171,4,3.42
885,4639387152,2310347277,6112683451,5,1.66
886,546415436,488260000,51913001002,5,2.04
887,1321975634,1105109206,9552032987,4,1.61
888,8680809348,8796460291,80769015796,7,2.22
889,4106091236,2762732184,19483076183,4,1.63
890,-7088893325,-6647419927,11614189612,3,1.73
891,9242972031,10037350332,14176695892,5,1.53
892,2436523751,1474314948,37891863374,5,1.9
893,2064785991,1004564576,60967357037,5,2.1
894,225285453,1932094465,3796966063,3,1.45
895,614286266,977735016,11875329663,6,1.83
896,22487829567,23520879536,43299839159,5,1.42
897,11734868981,10892106114,26800033334,4,1.49
898,7404101682,6508500575,27261057395,6,1.79
899,6283960327,4806280095,49501807820,6,1.99
900,16617444857,6751956983,18486658620,4,1.53
901,-7042994527,-6358236553,1003671120,5,1.84
902,806310861,681920514,12086188187,4,1.63
903,-7178740132,-6249310968,53060926315,2,1.98
904,6237629158,7386781628,69290286093,4,1.87
905,-2946957070,-11854078318,42291586406,5,2.38
906,23962015997,19536108678,13371938124,3,1.15
907,2501936799,2331642763,4643018540,6,1.75
908,3655284715,-10237262685,182095319107,5,4.39
909,4144364692,3864310589,15314122443,5,1.68
910,575512881,3566629207,60228851026,5,2.01
911,-5969392108,-9133819177,50865798121,5,2.36
912,909949197,922105226,32213315039,6,1.97
913,3837562760,4645869391,41025871282,5,1.83
914,17303913060,15655241870,54786535168,3,1.45
915,293192887,6134917258,29677031789,5,1.72
916,2350329698,5082426927,25173802869,6,1.81
917,3527000191,6562473404,10162561645,5,1.58
918,6660480822,4628495786,66044957979,6,2.13
919,5140563863,6102782963,36135165198,6,1.86
920,-3223045228,-5105383960,16436540086,5,1.92
921,-1600499398,-6645333926,5755726278,5,1.88
922,25052251401,5708518368,87342168996,3,1.98
923,-4560488750,8812709875,25637756946,6,1.73
924,-5464507335,-9740559286,51861727912,5,2.39
925,1959353583,694058764,34941192060,7,2.1
926,-1400428225,850993260,62151594226,3,1.92
927,6055758143,3834424676,63913637036,5,2.03
928,849342244,709870501,58270084806,3,1.89
929,-5148965679,-8123616554,107673384200,5,2.98
930,5051729224,-372153603,86938526401,4,2.3
931,-1954202917,-3901525899,26328679029,4,1.86
932,-11991185598,-11630728237,25079144310,3,2.0
933,-8164778810,224289443,154929877615,6,3.31
934,-3825655724,-7107525694,16762247219,5,1.98
935,75999845,-1931061081,33500701912,5,1.96
936,10731919873,8223148091,58158703620,5,1.86
937,-5951514529,-13106364540,19098129347,6,2.3
938,24912750050,3486970616,38866467964,3,1.65
939,-8858950164,-10930019415,80351676354,5,2.77
940,-5221737748,-17996327683,48400484449,3,2.5
941,261601550,175361280,9027506096,3,1.53
942,4303916036,4018580505,46895928346,5,1.89
943,884736997,-309134434,54109256095,6,2.18
944,-4687915801,-16812413579,32225529374,6,2.57
945,1367915830,1041291782,27134922481,6,1.93
946,8979414113,12334485201,82818113504,6,2.03
